QUEST_JOBSTEP_20150317_000001	Bokor. Has elegido un camino complicado.{nl}Revisa las instrucciones en el diario de aventuras y fabrica tu muñeco.	보코르라. 어려운 길을 택하셨군요.{nl}모험일지의 제작법을 참고하여 당신만의 인형을 만들어 오세요.				보코르 마스터
QUEST_JOBSTEP_20150317_000002	Debes crear un muñeco por tu cuenta.{nl}Revisa tu diario de aventuras para ver como fabricar un muñeco.	스스로 구하지 않으면 얻을 수 없습니다.{nl}인형의 제조법은 당신의 모험일지를 참고하세요.				보코르 마스터
QUEST_JOBSTEP_20150317_000003	Felicitaciones, ha nacido un nuevo Bokor. {nl}Cuando por primera vez elegí el camino de un Bokor, comencé creando muñecos por mi cuenta.	새로운 보코르의 탄생을 축하합니다.{nl}제가 보코르의 길을 선택했을 땐 나만의 인형을 만드는 것부터 시작했답니다.{nl}				
QUEST_JOBSTEP_20150317_000004	Maestro Peltasta	펠타스타 마스터				
QUEST_JOBSTEP_20150317_000005	Si deseas recibir mis enseñanzas, debes probar tu valor primero.{nl}Este es el desafío: Derrota algunos Vubbes en el 1er piso de la Mina de Cristal.	그대가 정녕 제게 가르침을 받고 싶다면 그 자격이 있는지 증명해야 할 것입니다.{nl}과제를 드리지요. 수정광산 1층을 점령하고 있는 부베들을 처치하십시오.{nl}{nl}				
QUEST_JOBSTEP_20150317_000006	¿Cómo puedes llevar el título de Peltasta si ni siquiera puedes encargarte de eso?	그 정도도 해내지 못하고서야 어찌 펠타스타의 이름을 짊어진단 말입니까?				펠타스타 마스터
QUEST_JOBSTEP_20150317_000007	Bien. {nl}Espero que tu nuevo crecimiento te lleve a salvar el mundo. 	좋습니다.{nl}그대의 성장이 세상을 지키는 일이 되길 바라겠습니다.				펠타스타 마스터
QUEST_JOBSTEP_20150317_000008	Maestre Montañero	하이랜더 마스터				
QUEST_JOBSTEP_20150317_000009	Estoy muy agradecido de que quieras ser el sucesor de mis habilidades, pero sospecho que no{nl}seguiras mis enseñanzas correctamente. Te pondre a prueba haciendo que derrotes a los Vubbes que habitan en el 1er piso de la Mina de Cristal.	그대가 나의 검법을 계승하겠다는 건 참으로 고마운 일이나 제대로 따라올 수 있을지 의문이 드는군.{nl}수정광산 1층을 점거하고 있는 부베들을 처치하는 것으로 그대를 시험해 보겠다.				
QUEST_JOBSTEP_20150317_000010	Apresúrate.{nl}Aunque este sea tu desafío inicial, los Vubbes son una amenaza para la Aldea Minera.	서둘러라.{nl}비록 입문 과제이지만 그 부베들이 광산 마을의 위협이 되는 건 사실이니까.				하이랜더 마스터
QUEST_JOBSTEP_20150317_000011	Buen trabajo, has terminado tu iniciación para convertirte en un Montañero.{nl}Sigue con ese esfuerzo y dedicación.	결과가 좋군. 그대의 하이랜더 입문을 허락하겠다.{nl}앞으로도 열심히 정진하도록.				하이랜더 마스터
QUEST_JOBSTEP_20150317_000012	Maestro Piromante	파이로맨서 마스터				
QUEST_JOBSTEP_20150317_000013	Puedo ver que quieres aprender magia de mí, pero no le puedo enseñar a cualquiera.{nl}Quiero ver que tal puedes ayudarme con mi investigación y entonces decidiré.	저에게 마법을 배우겠다는 열의는 알겠습니다만, 아무에게나 가르쳐 드릴 순 없습니다.{nl}제 연구를 얼마나 잘 보조해 주시는지에 따라서 결정하겠어요.				
QUEST_JOBSTEP_20150317_000014	Buen trabajo. Gracias a ti puedo continuar con el siguiente paso de mi investigación.{nl}Te enseñaré la magia Piromántica tal y como prometí.	수고하셨어요. 덕분에 다음 연구단계로 넘어갈 수 있겠네요.{nl}약속대로 파이로맨서의 마법을 가르쳐 드리지요.				
QUEST_JOBSTEP_20150317_000015	Bien, has llegado. Necesito que derrotes a los espiritus malvados que voy a invocar.{nl}Estaré registrando la única longitud de onda que se transmitirá en el proceso.	잘 오셨어요. 당신이 해 주실 일은 제가 소환한 악령을 처치해 주시면 됩니다.{nl}그 과정에서 뿜어져 나오는 특별한 파장을 기록하겠어요.				
QUEST_JOBSTEP_20150317_000016	Estoy realizando una investigación sobre el 4o estado de la materia.{nl}Es imposible sin la cooperación de la Maestre Bokor, quien puede lidiar con espíritus.	전 물질의 제4번째 상태에 대해 연구중입니다.{nl}영혼을 다루는 보코르 마스터님의 협조가 없으면 절대로 불가능한 일이지요.				
QUEST_JOBSTEP_20150317_000017	Si, espléndido.{nl}Comentale al Maestre Piromante que ya tienes todos los materiales que necesitamos.	네. 아주 훌륭하군요.{nl}파이로맨서 마스터께 필요한 자료는 전부 모였다고 전해 드리세요.				보코르 마스터
QUEST_JOBSTEP_20150317_000018	Bien. {nl}El estudio se está realizando gracias a la Maestre Bokor. Así que visitala y ella te dira que hacer.	좋습니다. {nl}그 연구는 보코르 마스터님과 함께 진행중이니 그분께 가면 할 일을 일러주실 겁니다.				
QUEST_JOBSTEP_20150317_000019	Maestro Criomante	크리오맨서 마스터				
QUEST_JOBSTEP_20150317_000020	¿Quiéres que yo te enseñe mágica Criomante?{nl}¡Claro, te enseñaré, pero solo si puedes encargarte de algo primero!	제게 크리오맨서의 마법을 배우고 싶으시다고요.{nl}물론 가르쳐 드리지요. 한 가지 일만 잘 처리해 주신다면요.				
QUEST_JOBSTEP_20150317_000021	El Maestre Piromante no debería andar cerca. {nl}Así que sera una prueba sencilla.	파이로맨서 마스터는 현재 부재중이십니다.{nl}뭐, 아주 쉬운 일입니다.				크리오맨서 마스터
QUEST_JOBSTEP_20150317_000022	No te sientas culpable por eso. Hiciste un buen trabajo.{nl}Tendrás nuestro respaldo desde ahora, así que no tienes que preocuparte.	죄책감 따윈 신경 쓰지 마세요. 아주 잘해주셨습니다.{nl}이제부턴 제가 당신의 뒤를 봐 드릴 테니 너무 걱정하지 않으셔도 됩니다.				크리오맨서 마스터
QUEST_JOBSTEP_20150317_000023	Es entrar a hurtadillas al cuarto del Maestro Piromante y abrir una caja. {nl}En cuanto a lo que hay dentro de la caja... bueno, tendrás que eliminarlo.	파이로맨서의 방에 몰래 잠입해 그곳에 있는 상자를 여는 것입니다.{nl}그 안에 있는 것은.. 죽여버리는 게 좋겠네요.				
QUEST_JOBSTEP_20150317_000024	Esto sera suficiente.{nl}Mi magia no es sencilla, así que necesito que trabajes duro para seguir adelante.	이 정도면 충분하군.{nl}내 마법은 어려우니까 열심히 따라와야 할 거야.				
QUEST_JOBSTEP_20150317_000025	Tu determinación por que te enseñe es buena, pero primero tengo un favor que pedirte.{nl}Continuaremos nuestra charla si estas listo para hacerlo.{nl}	내게 뭘 배우겠다는 마음가짐은 좋다만 대신 한 가지 부탁이 있네.{nl}들어주겠다고 해야만 이야기를 계속할 수 있어.{nl}				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000026	El equipo de Lydia Schaffen es como materiales divinos para nosotros los arqueros. {nl}Daría toda mi fortuna solo por tenerlo.	리디아 샤펜의 물건이라니, 우리 궁수들에겐 성물 같은 존재라고.{nl}할 수만 있다면 전 재산을 팔아서라도 갖고 싶군.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000027	Nunca me imagine que pudiera ver esto por mi mismo.{nl}Muchas gracias. Te enseñare exhaustivamente desde ahora, así que espero que estes preparado. 	이걸 직접 내 눈으로 보게 될 줄이야.{nl}고맙네. 이제부턴 철저히 지도해 줄 테니 각오 하는 게 좋을 거야.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000028	He escuchado que la lente perdida del telescopio de la Torre Astral está en la Mina de Cristal P1. {nl}Consiguela antes de que los otros maestres la encuentren y te enseñaré mis técnicas.	별의 탑에서 사라진 망원경의 렌즈가 수정광산 1층에 있다더군.{nl}다른 마스터들이 눈치채기 전에 빨리 그 렌즈를 가져다주면 내 기술을 가르쳐 주겠네.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000029	Así que quieres aprender de mi el camino de la flecha... Entonces tengo una misión para ti. {nl}Tomaré mi decisión en base a cómo realices la misión. 	나에게 활을 배우고 싶다라.. 그렇다면 당신에게 한 가지 의뢰를 하지. {nl}그 일을 얼마나 잘 해내느냐에 따라서 당신을 가르칠지 결정하겠어.				
QUEST_JOBSTEP_20150317_000030	Evoniphon... Nunca le perdonaré.	에보니폰.. 용서할 수 없어.				레인저 마스터
QUEST_JOBSTEP_20150317_000031	Maestro Cazador	헌터 마스터				
QUEST_JOBSTEP_20150317_000032	Has conseguido todos los libros. Buen trabajo. {nl}Te enseñaré el camino del Cazador como te prometí.	책이 전부 모였군요. 수고하셨어요.{nl}약속한 대로 당신에게 헌터의 기술을 가르쳐 드리겠어요.				
QUEST_JOBSTEP_20150317_000033	Has obtenido unos buenos resultados. Yo te enseñaré desde ahora. {nl}Espero que estes a la altura de mis expectativas.	성과는 확실하군. 이제부터 내가 널 가르치지.{nl}내 기대에 확실히 부응해 주길 기대하겠어.				
QUEST_JOBSTEP_20150317_000034	He escuchado que los murciélagos en la Mina de Cristal P1 tienen un tipo de veneno especial.{nl}Estoy seguro que es el mismo veneno usado por el asesino Evoniphon. Consigueme ese veneno.	수정광산 1층의 박쥐들은 특별한 독을 품고 있다는 소문을 들었어.{nl}분명히 암살자 에보니폰이 쓰는 독일 거야. 그 독을 채취해 와.				레인저 마스터
QUEST_JOBSTEP_20150317_000035	Maestre Bárbaro	바바리안 마스터				
QUEST_JOBSTEP_20150317_000036	Puedes comprender las habilidades de un oponente enfrentandolo espada contra espada.{nl}Demuestrame que eres un verdadero guerrero y yo haré que te conviertas en un verdadero Bárbaro.	검과 검을 맞댐으로써 상대의 기량을 알 수 있지.{nl}내게 전사의 자격을 증명하면 진정한 바바리안으로 이끌어 주겠다.				
QUEST_JOBSTEP_20150317_000037	Sin duda estas cualificado como un guerrero.{nl}Te convertiré en un verdadero Bárbaro.	전사의 자격은 충분하다. {nl}내가 진짜 바바리안으로 만들어 주지.				
QUEST_JOBSTEP_20150317_000038	Entiendo que quieres ser mas fuerte usando una lanza.{nl}Completa la misión que te asigne y te enseñaré mis habilidades con la lanza.	창으로써 강해지고 싶은 당신의 마음은 잘 알겠습니다.{nl}제가 드리는 과제를 수행해 오신다면 저의 창술을 가르쳐 드리겠습니다.				
QUEST_JOBSTEP_20150317_000039	Por favor tráeme Cuero de Groll del Valle Spineheart, Dardos Venenosos de Chafperor del Bosque de la Preocupación Caída, y Pólvora Negra de Jukopus de la Aldea Minera.	가시마음골의 그롤의 가죽. 낙우림의 체이퍼러의 독침.{nl}그리고 광산 마을의 유코푸스의 검은 가루를 제게 가져오세요.				
QUEST_JOBSTEP_20150317_000040	Se que te volveras más fuerte. {nl}También veo que tienes lo que se necesita para ser bueno con las lanzas.	당신이 가진 강해지고자 하는 마음에 대해 잘 알겠어요.{nl}당신이라면 창과 함께할 자격이 있습니다.				하플라이트 서브 마스터
QUEST_JOBSTEP_20150317_000041	Maestro Psychokino	사이코키노 마스터				
QUEST_JOBSTEP_20150317_000042	Si quieres entender al Mentalista, ¿entonces que te parece trabajar como mi asistente? {nl}Te garantizo que es un trabajo atractivo.	사이코키노를 이해하고 싶다면 잠시 나의 조수로 일해보는 것은 어떻겠나.{nl}굉장히 멋진 분야라는 것은 내 보증 하겠네.				
QUEST_JOBSTEP_20150317_000043	Por favor, primero derrota Matsums en Spineheart Dale y obten el alcohol de sus flores.{nl}Se rompen facilmene así que es difícil obtener algo decente.	일단 가시마음골에 있는 메슘을 잡아서 꽃술을 모아 주게.{nl}쉽게 망가져서 온전한 걸 구하기가 쉽지 않아.				
QUEST_JOBSTEP_20150317_000044	Bien. El alcohol de los Matsums está bien.{nl}Verás algo interesante pronto.	좋군. 메슘의 꽃술이 온전히 살아 있어.{nl}이제 정말 재미있는 것을 보게 될 걸세.				
QUEST_JOBSTEP_20150317_000045	Ahora ve a Gintara Highway en Spineheart Dale.{nl}Rocia este líquido medicinal en el Muñeco Matsum experimental que puse y cuéntame el resultado.	이제 가시마음골의 긴타라 가도로 가게.{nl}내가 설치해 놓은 실험용 메슘 인형에 이 물약을 뿌리고 결과를 내게 알려 주게.				
QUEST_JOBSTEP_20150317_000046	¿Los Matsums te atacaron?{nl}Si los Matsums aceptaron a los muñecos como sus amigos, lo considero un éxito.	주변의 메슘들이 자네를 공격했다고?{nl}메슘 인형을 메슘이 친구라 받아 들였으니 성공이라고 봐야겠어.{nl}				
QUEST_JOBSTEP_20150317_000047	Buen trabajo.{nl}Has hecho un buen trabajo como mi asistente, así que te enseñare qué quiere decir ser un Mentalista.	수고했네.{nl}좋은 조수가 되어 주었으니 사이코키노에 대해 본격적으로 가르쳐 주겠네.				
QUEST_JOBSTEP_20150317_000048	Mi investigación es acerca de los metodos de cambio de psicoquinesia a la sustancia{nl}de la materia. En otras palabras... es un metodo de lavado de cerebro usando la medicina.	내 연구의 주제는 염력을 물질의 형태로 전이하는 방법론에 대한 것일세.{nl}무슨 말인고 하니.. 약을 써서 세뇌를 전파하겠다는 거야.				
QUEST_JOBSTEP_20150317_000049	Maestro Enlazador	링커 마스터				
QUEST_JOBSTEP_20150317_000050	El temperamento es muy importante para un Vinculador. {nl}Si bien puede ser fácil salir del corazón de alguien, entrar requiere un tipo especial{nl}de Temperamento.	링커에겐 자질이라는 게 굉장히 중요해요. {nl}마음을 닫아 버리는 건 아주 쉽지만 남의 마음을 여는 건 특수한 자질이 필요하답니다.{nl}				링커 서브 마스터
QUEST_JOBSTEP_20150317_000051	Te pondré a prueba para ver si posees tal termperamento.	당신에게 그 자질이 있는지 제가 시험해 보겠어요.				링커 서브 마스터
QUEST_JOBSTEP_20150317_000052	Bien. Sin embargo, es necesario preparar algunos materiales antes de hacer la prueba.{nl}Tráeme la Espina de Dunball y el tallado de Velwriggler en the Gate Route.[?]	좋아요. 시험에 앞서 약간의 재료들이 필요해요.{nl}관문로에서 던볼의 가시와 벨리글러의 조각을 제게 가져다주세요.				
QUEST_JOBSTEP_20150317_000053	¡Excelente! {nl}Pero esto era solo la preparación para la prueba.{nl}	훌륭하군요.{nl}하지만 이건 시험의 준비일 뿐이에요.				링커 서브 마스터
QUEST_JOBSTEP_20150317_000054	Ahora comenzaré la prueba. {nl}Detrás de Gate Route hay una brecha en el espacio del mundo.{nl}	시험을 시작하겠어요. {nl}관문로에 이면세계의 찢어진 틈이 있죠.{nl}				
QUEST_JOBSTEP_20150317_000055	La gente normal solo es capaz de ver la realidad como es, pero si tienes el temperamento{nl}de un Vinculador, deberías percibir un mundo oculto. {nl}Encuentra el libro de allí y entregamelo.	보통 사람들에겐 그저 현실이지만 링커의 자질이 있다면 그 이면세계를 찾을 수 있을 것입니다.{nl}그곳에 있는 책을 찾아 저에게 가져다주세요.				링커 서브 마스터
QUEST_JOBSTEP_20150317_000056	¿Ya has estado en ese lugar?{nl}Solo ve a Gale Route e inspeccionalo{nl}. He marcado en el mapa su localización.	아직이신가요?{nl}관문로로 가셔서 제가 지도에 표시해드린 곳으로 곧장 가시면 됩니다.				
QUEST_JOBSTEP_20150317_000057	Parece que ya encontraste el libro. Con esto, has pasado mi prueba.{nl}No obstante, por favor lee este libro para demostrar tu determinación como Vinculador.	책을 찾아오셨군요. 이것으로 시험은 통과입니다.{nl}그 책을 링커의 길에 대한 마음가짐 삼아 읽어 주세요.				링커 서브 마스터
QUEST_JOBSTEP_20150317_000058	Así que quieres que te enseñe las habilidades de un Zapador... Entonces debes pagar {nl}regularmente una couta por mis servicios. No para mi. Más bien, ¿Quisieras realizar {nl}una donacion al Maestre Clérigo en Klaipeda? Digamos, ¿unos de 5000 de plata?	새퍼의 기술이라.. 그럼 당연히 수업료를 내야겠지.{nl}나에게 말고, 클라페다에 계신 클레릭 마스터님께 기부금을 내주었으면 해.{nl}한 5,000 실버 정도?				새퍼 마스터
QUEST_JOBSTEP_20150317_000059	Espera, una cosa más.{nl}He ocultado algunos objetos en Isla Flude en el Bosque de Siauliai Oeste.{nl}Antes de que vayas a Klaipeda, encuentra los objetos primero y regresalos a sus legítimos{nl}dueños en Klaipeda.{nl}	아차차, 한 가지 더.{nl}샤울레이 서쪽 숲의 플루데 섬에 숨겨 둔 물건이 있어. {nl}클라페다에 가기 전에 그걸 먼저 찾아서 클라페다의 원래 주인들에게 돌려줘.{nl}{nl}				
QUEST_JOBSTEP_20150317_000060	Oh, esto. Lo vi en algún lugar... hmm... se ve familiar...{nl}Bueno, lo tomaré con gratitud ya que me lo estás dando.	어, 이거. 어디서 본 물건인데.. 음.. 낯이 익은데..{nl}일단 주시는 거니 감사히 받을게요!				잡화 상인 미리나
QUEST_JOBSTEP_20150317_000061	Ah, esta es la herramienta que perdí.{nl}Gracias. ¿Dónde estaba?	어라, 이건 내가 잃어버린 연장인데?{nl}고맙소. 여태 어디에 있다 온 거람.				장비 상인 던켈
QUEST_JOBSTEP_20150317_000062	¿Olvidaste la donación?{nl}Son 5000 de plata.	기부금은 깜빡 잊은거야?{nl}5,000 실버라고.				새퍼 마스터
QUEST_JOBSTEP_20150317_000063	Maestre Clérigo	클레릭 마스터				
QUEST_JOBSTEP_20150317_000064	Gracias, en el nombre de la diosa.{nl}Prometo que las donaciones se usarán para los heridos por monstruos. {nl}	여신의 이름으로 감사드립니다.{nl}이 성금은 몬스터에게 피해를 당하신 분들께 쓰이도록 약속드리지요.{nl}				클레릭 마스터
QUEST_JOBSTEP_20150317_000065	Solía ser un ladron, pero me di cuenta de ciertas cosas y deje mi vida como criminal.{nl}Pero hay un pequeño asunto en mi mente... y quiero resolverlo ahora.{nl}	난 원래 도둑이었는데 좀 깨달은 바가 있어서 이번에 완전히 손을 씻었거든.{nl}하지만 계속 걸리는 게 있어서.. 이번 기회에 완전히 끝을 낼 거야{nl}				새퍼 마스터
QUEST_JOBSTEP_20150317_000066	De todas formas, hiciste un buen trabajo.{nl}Vamos a cooperar desde hoy, aprendiendo y enseñándonos el uno al otro.	어쨌든 정말 수고했어.{nl}앞으로 가르침을 주거니 받거니 하면서 잘 지내 보자고.				
QUEST_JOBSTEP_20150317_000067	Estoy buscando unos libros. Cuatro libros de Lydia Schaffen.{nl}Si me ayudas a encontrarlos, te enseñaré mis habilidades.	책을 찾고 있어요. 리디아 샤펜님의 책 네 권이요.{nl}책을 찾는 일을 도와주신다면 제 기술을 가르쳐 드리겠어요.				
QUEST_JOBSTEP_20150317_000068	El libro solía estar en la Aldea Minera, pero se perdió cuando atacaron los Vubbes.{nl}Trata de buscar en el cuartel de los Vubbes.	그 책은 광산 마을에 있었는데 부베 습격 사건 때 잃어버렸다고 들었어요.{nl}부베 전초기지가 있는 곳으로 가보세요.				헌터 마스터
QUEST_JOBSTEP_20150317_000069	Este es el libro. Necesitaras este libro si aspiras a ser el mejor Arquero.{nl}Te dare una copia si puedes obtener la colección completa.	이 책이군요. 최고의 궁수를 꿈꾸신다면 이 책이 필요할 거예요.{nl}책을 전부 모으게 된다면 사본을 만들어 드리죠.				헌터 마스터
QUEST_JOBSTEP_20150317_000070	El Maestre Ballestero tiene el siguiente libro. {nl}Antes estaba buscando cuero de Merog. Posiblemente puedas hacer un trato con él usandolo.	다음 권은 쿼렐슈터 마스터가 가지고 계세요.{nl}예전에 메로그의 가죽을 찾으시던데, 어쩌면 그걸로 거래해 볼 수도 있겠네요.				
QUEST_JOBSTEP_20150317_000071	¿Tienes ya el cuero de Merog para el Maestre Cazador?	헌터 마스터에게서 메로그 가죽은 아직인가?				
QUEST_JOBSTEP_20150317_000072	Esto es de buena calidad. El Maestro Cazador estará complacido. {nl}Puedes tomar el libro. {nl}	이 정도면 꽤 질이 좋군. 헌터 마스터도 꽤 보람이 있겠어. {nl}책은 자네가 가져가게. {nl}				쿼렐슈터 마스터
