SKILL_20150317_000001	Ataque	공격				
SKILL_20150317_000002	[Élite Kepa] 1 vez, Físico, Propiedad de veneno, Golpe	[엘리트케파] 1회, 물리, 독속성, 떄리기				
SKILL_20150317_000003	[Rafflesia] Propaga veneno	[라플레시아] 주변으로 독 날리기				
SKILL_20150317_000004	[Rafflesia] Bomba venenosa	[라플레시아] 독 포탄 날리기				
SKILL_20150317_000005	[Raffly] Físico, Golpe, Propiedad de veneno, Ataque 1 vez	[라플리] 물리, 타격, 독속성, 1회 공격				
SKILL_20150317_000006	[Raffly] Físico, Golpe, Propiedad de veneno, Ataque de salto 1 vez	[라플리] 물리, 타격, 독속성, 1회 점프해서 덮치는 공격				
SKILL_20150317_000007	[Puragi] Físico, Golpe, Propiedad de veneno, Ataque normal 1 vez	[푸라기] 물리, 떄리기, 독속성, 1회 일반 공격, 전방 부채꼴				
SKILL_20150317_000008	[Puragi] Físico, Golpe, Propiedad de veneno, Ataque 1 vez	[푸라기] 물리, 타격, 독속성, 1회 공격				
SKILL_20150317_000009	[Puragi] Físico, Golpe, Propiedad de veneno, Pisotón 1 vez	[푸라기] 물리, 타격, 독속성, 1회 내려치기				
SKILL_20150317_000010	[Zigri] Ataque normal, área de efecto cónica	[지그리] 일반 공격, 전방 부채꼴				
SKILL_20150317_000011	[Zigri] Golpe giratorio	[지그리] 회전공격 가하기				
SKILL_20150317_000012	[Zigri] Salto y pisotón de choque	[지그리] 점프해서 충격파 보내기				
SKILL_20150317_000013	[Pescador] Físico, Golpe, Propiedad de hielo, Golpe con caña de pescar	[피셔맨] 물리, 타격, 수속성, 1회 낚시대로 내려치기				
SKILL_20150317_000014	[Fisherman] Mágico, Buff, Mágico, Habilidad de buff	[피셔맨] 매직, 버프, 매직, ] 버프 스킬				
SKILL_20150317_000015	[Pokuborn Verde] Físico, Perforante, Propiedad de Rayo, Ataque de Cuerno 1 vez	[초록 포쿠본] 물리, 찌르기, 뇌속성, 1회 뿔로 들이받기				
SKILL_20150317_000016	[Araña de arbusto] Físico, Golpe, Propiedad de tierra, Ataque 1 vez	[크루마보] 물리, 타격, 땅속성, 1회 공격				
SKILL_20150317_000017	[Fragaras] Bocadillo rápido	[프라가라스] 빠르게 물어뜯기				
SKILL_20150317_000018	[Fragaras] Gran mordisco	[프라가라스] 크게 물어뜯기				
SKILL_20150317_000019	[Fragaras] Ataque normal, área de efecto cónica	[프라가라스] 일반 공격, 전방 부채꼴				
SKILL_20150317_000020	Ataque normal básico	베이직 일반 공격				
SKILL_20150317_000021	[Meduja] Magia, Magia, Ataque de propiedad relámpago 1 vez	[미듀쟈] 매직, 매직, 뇌속성 1회 공격				
SKILL_20150317_000022	[Gribaru] Ataque físico, cortante, de tipo rayo 1 vez	[그리바루] 물리, 베기, 뇌속성 1회 공격				
SKILL_20150317_000023	[Gribaru] Físico, Corte, Propiedad de rayo Ataque de retroceso Ataque 1 vez	[그리바루] 물리, 베기, 뇌속성 1회 넉백 공격	SKILL_20150317_000020	Basic Normal Attack	베이직 일반 공격	
SKILL_20150317_000024	[Mordisco] Ataque físico, perforante, venenoso 1 vez,	[바이트] 물리, 찌르기, 독속성 1회 공격				
SKILL_20150317_000025	[Banshee] Magia, Magia, Propiedad de hielo, Ataque de aliento 1 vez	[밴시] 매직, 매직, 얼음속성, 1회 입김으로 타격	SKILL_20150317_000020	Basic Normal Attack	베이직 일반 공격	
SKILL_20150317_000026	[Banshee] Magia, Magia, Propiedad de Hielo, Pico de Hielo	[밴시] 매직, 매직, 얼음속성, 아이스파이크	SKILL_20150317_000020	Basic Normal Attack	베이직 일반 공격	
SKILL_20150317_000027	[Mini Griba] Físico, Golpe, Propiedad de rayo, Golpe a dos manos 1 vez	[미니그리바] 물리, 타격, 뇌속성, 1회 양손으로 치기	SKILL_20150317_000020	Basic Normal Attack	베이직 일반 공격	
SKILL_20150317_000028	[Big Griba] Físico, Golpe, Propiedad de Rayo, Golpe 1 vez	[빅그리바] 물리, 타격, 뇌속성, 1회 강하게 내려치기	SKILL_20150317_000020	Basic Normal Attack	베이직 일반 공격	
