QUEST_UNUSED_20150317_000001	Ajá, estás de camino a ver al Maestro Perdonador. Te deseo suerte.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.				
QUEST_UNUSED_20150317_000002	Tenga en cuenta el largo camino Hashipusho.	먼 길 조심하십쇼.				
QUEST_UNUSED_20150317_000003	El perdón será visto de regreso a tu maestro Te. {nl} si tuve la olla buscando durante mucho tiempo.{nl}	그래. 이거야. 파드너로 입문을 허락하지.{nl}면죄부를 산 은화 한 닢이 헌금함에 떨어지는 소리가 우릴 구원으로 이끌지.{nl}재물 또한 여신의 커다란 축복이라는 것을 명심하게.				
QUEST_UNUSED_20150317_000004	El perdón será visto de regreso a tu maestro Te. {nl} si tuve la olla buscando durante mucho tiempo.	어서 파드너 마스터께 돌아가 보게.{nl}그 불항아리를 아주 오랫동안 찾고 계셨거든.				
QUEST_UNUSED_20150317_000005	Escultura del búho guardián	문지기 부엉이 조각상				
QUEST_UNUSED_20150317_000006	O al estilo Tesla nos ha creado cortando el árbol. {nl} Entonces, lechuza, siempre dices que quieres devolverte el favor. {nl}	테슬라님은 나무를 깎아서 우릴 만드셨어요.{nl}그래서 우리 부엉이들은 항상 은혜를 갚고 싶어 한답니다.{nl}				문지기 부엉이 조각상
QUEST_UNUSED_20150317_000007	Entonces yo lo que es. Puedes preguntar. ¿Le gustaría la escultura de mármol recolectada por electrólisis de Tesla de la Catedral {nl}?	그래서 말인데요. 부탁드릴 것이 있어요.{nl}대성당에서 대리석 조각을 모아서 테슬라님께 전해 주실 수 있을까요?				문지기 부엉이 조각상
QUEST_UNUSED_20150317_000008	Si es mármol de la catedral, pero ¿le gusta el estilo Tesla?	대성당의 대리석이라면 테슬라님께서 좋아하시겠지요?				문지기 부엉이 조각상
QUEST_UNUSED_20150317_000009	Si fuera un regalo de la imagen del búho {nl} el bebé, pero una prueba de mi vida. {nl}	부엉이 조각상들의 선물인가?{nl}그 귀여운 녀석들은 내 삶에 대한 증거이지. {nl}				조각가 테슬라
QUEST_UNUSED_20150317_000010	En fin.. Lo que parecía visitante feliz viene algo hoy, oye lo haré dibujando.	어쨌든.. 오늘 어쩐지 반가운 손님이 오실 것 같더라니, 고맙네그려.				조각가 테슬라
